Time,FIC100.PV,FIC100.SP,FIC100.OP
2024-10-11 15:44:31.222000,844.6750419038835,846.0,51.20975678650321
2024-10-11 15:44:32.554000,827.7881490344005,846.0,55.92799891472833
2024-10-11 15:44:33.886000,829.4739083479321,846.0,55.11472503942282
2024-10-11 15:44:35.218000,855.3004123326307,846.0,47.26516595416524
2024-10-11 15:44:36.550000,860.1173300067737,846.0,45.21710083673341
2024-10-11 15:44:37.882000,695.1429971647078,846.0,96.32387670925381
2024-10-11 15:44:39.214000,695.1194775122964,846.0,97.10093045402286
2024-10-11 15:44:40.546000,675.3349432529718,846.0,100.0
2024-10-11 15:44:41.878000,714.1798706824943,846.0,96.69920896896834
2024-10-11 15:44:43.210000,793.1080219805201,846.0,79.43428714230718
2024-10-11 15:44:44.542000,827.0139649534659,846.0,72.58651211182783
2024-10-11 15:44:45.874000,850.4326178047519,846.0,65.64265339612521
2024-10-11 15:44:47.206000,860.2353791049431,846.0,61.2254805678299
2024-10-11 15:44:48.538000,891.754166337993,846.0,49.96798837955526
2024-10-11 15:44:49.870000,899.0027932700007,846.0,44.958083490003375
2024-10-11 15:44:51.202000,874.9962172523353,846.0,49.57268373095748
2024-10-11 15:44:52.534000,858.0526291210115,846.0,52.055009531041684
2024-10-11 15:44:53.866000,834.6227553209981,846.0,58.13779465975243
2024-10-11 15:44:55.198000,849.146753293024,846.0,54.273050802742446
2024-10-11 15:44:56.530000,830.374766338532,846.0,59.872614170807694
2024-10-11 15:44:57.862000,823.0303417598138,846.0,63.06434072857914
2024-10-11 15:44:59.194000,840.4237138161834,846.0,59.36996843951848
2024-10-11 15:45:00.526000,828.0456990134793,846.0,64.99791089406675
2024-10-11 15:45:01.858000,823.0780024534879,846.0,68.0106640656165
2024-10-11 15:45:03.190000,854.9823782059173,846.0,59.52566252920833
2024-10-11 15:45:04.522000,835.6648814035719,846.0,65.29328088964235
2024-10-11 15:45:05.854000,858.539770183146,846.0,58.67062546968485
2024-10-11 15:45:07.186000,851.2378217006382,846.0,60.07669204834347
2024-10-11 15:45:08.518000,841.4334019346867,846.0,62.91155017561904
2024-10-11 15:45:09.850000,845.7638555660807,846.0,60.64346791645188
2024-10-11 15:45:11.182000,842.1599922833996,846.0,61.15491816571278
2024-10-11 15:45:12.514000,875.4326514987824,846.0,50.92841457394975
2024-10-11 15:45:13.846000,850.0204559676656,846.0,57.49155123715763
2024-10-11 15:45:15.178000,864.4096861073367,846.0,52.197942729120776
2024-10-11 15:45:16.510000,818.6330560003476,846.0,66.57068935045636
2024-10-11 15:45:17.842000,822.970630323467,846.0,65.87125792225198
2024-10-11 15:45:19.174000,855.0941410888677,846.0,57.62094125826877
2024-10-11 15:45:20.506000,814.8131767716799,846.0,69.64213423545873
2024-10-11 15:45:21.838000,861.4919118589978,846.0,56.52608781803527
2024-10-11 15:45:23.170000,866.7611863310301,846.0,54.45524627347219
2024-10-11 15:45:24.502000,830.64964079175,846.0,65.49225373144026
2024-10-11 15:45:25.834000,861.0946972564377,846.0,56.336117531609936
2024-10-11 15:45:27.166000,838.8856736389952,846.0,62.93030825781411
2024-10-11 15:45:28.498000,827.0216338622519,846.0,66.27215157496535
2024-10-11 15:45:29.830000,870.9501543648521,846.0,52.89697406647175
2024-10-11 15:45:31.162000,843.6472404278326,650.0,0.0
2024-10-11 15:45:32.494000,835.6133147893601,650.0,4.782489792554066
2024-10-11 15:45:33.826000,836.9082945574479,650.0,0.0
2024-10-11 15:45:35.158000,772.6827370970572,650.0,8.423943205025068
2024-10-11 15:45:36.490000,738.7002003796547,650.0,10.9312922200302
2024-10-11 15:45:37.822000,691.8518409061259,650.0,21.01811009089468
2024-10-11 15:45:39.154000,606.5966544986528,650.0,46.46985766894255
2024-10-11 15:45:40.486000,572.0741120464982,650.0,59.86998210798308
2024-10-11 15:45:41.818000,567.8096885382878,650.0,65.54518594406032
2024-10-11 15:45:43.150000,578.266180569681,650.0,67.04974565919515
2024-10-11 15:45:44.482000,582.2800897374901,650.0,70.57706093529781
2024-10-11 15:45:45.814000,583.5807113758352,650.0,74.36637942568177
2024-10-11 15:45:47.146000,628.813202815082,650.0,63.776536974369144
2024-10-11 15:45:48.478000,664.5945021595769,650.0,54.329876380735755
2024-10-11 15:45:49.810000,683.256500420178,650.0,47.94532009958777
2024-10-11 15:45:51.142000,665.0406688129349,650.0,51.56409216577047
2024-10-11 15:45:52.474000,714.9845676511712,650.0,34.252741583003235
2024-10-11 15:45:53.806000,702.9093021993784,650.0,34.353567607757576
2024-10-11 15:45:55.138000,711.0025390376419,650.0,28.217652725769803
2024-10-11 15:45:56.470000,698.2661022046078,650.0,29.172120593463383
2024-10-11 15:45:57.802000,647.7741446127695,650.0,42.21510413681335
2024-10-11 15:45:59.134000,641.7967918648501,650.0,43.70722326255636
2024-10-11 15:46:00.466000,644.3908406646053,650.0,43.99672298111037
2024-10-11 15:46:01.798000,597.3715453706618,650.0,59.663603591177726
2024-10-11 15:46:03.130000,610.3879481999198,650.0,58.22744038259154
2024-10-11 15:46:04.462000,616.2640393854404,650.0,58.70622475483823
2024-10-11 15:46:05.794000,615.581907349951,650.0,60.328103804549926
2024-10-11 15:46:07.126000,642.5072939472515,650.0,54.09688086591692
2024-10-11 15:46:08.458000,635.6307060663079,650.0,56.81907812393354
2024-10-11 15:46:09.790000,657.1170376490032,650.0,50.700269744308386
2024-10-11 15:46:11.122000,678.8447770259269,650.0,43.76578167648693
2024-10-11 15:46:12.454000,686.2230425738148,650.0,40.83246559735381
